agent,skill_mode,issue,repo,has_patch,has_agent_log,outcome,report_tail
mini-swe-agent,without,issue-1260,strands-agents/harness-sdk,False,False,,
mini-swe-agent,without,issue-1208,strands-agents/harness-sdk,False,False,,
mini-swe-agent,without,issue-1272,strands-agents/harness-sdk,False,False,,
mini-swe-agent,without,issue-1221,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1077,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1058,agentscope-ai/agentscope,True,True,f2f,"portlib.import_module(module_name)
/usr/local/lib/python3.12/importlib/__init__.py:90: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^"
openhands,with,issue-1439,crewAIInc/crewAI,True,True,f2f,"9.DummyTask object at 0x7ffff569ac60>
function_calling_llm = False
agent = <tests.agentsmith_fail2pass_1439.DummyAgent object at 0x7ffff569a600>
action = <tests.agentsmith_fail2pass_1439.DummyAction o"
openhands,with,issue-102,agentscope-ai/agentscope,True,True,error,"git apply failed:
error: src/agentscope/_utils/_common.py: No such file or directory"
openhands,with,issue-1006,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1020,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1136,agentscope-ai/agentscope,True,True,f2f,"   importlib.import_module(module_name)
/usr/local/lib/python3.12/importlib/__init__.py:90: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^"
openhands,with,issue-1067,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1158,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1131,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1164,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1190,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1197,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1210,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1176,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1160,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1260,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1208,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1272,strands-agents/harness-sdk,False,False,,
openhands,with,issue-1221,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1077,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1058,agentscope-ai/agentscope,False,False,,
openhands,without,issue-1439,crewAIInc/crewAI,True,True,f2f,"9.DummyTask object at 0x7ffff569ae10>
function_calling_llm = False
agent = <tests.agentsmith_fail2pass_1439.DummyAgent object at 0x7ffff569ad50>
action = <tests.agentsmith_fail2pass_1439.DummyAction o"
openhands,without,issue-102,agentscope-ai/agentscope,True,True,error,"git apply failed:
error: src/agentscope/_utils/_common.py: No such file or directory
error: src/agentscope/mcp/_http_stateful_client.py: No such file or directory
error: src/agentscope/mcp/_http_state"
openhands,without,issue-1006,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1020,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1136,agentscope-ai/agentscope,True,True,f2f,"call message
        assistant_msgs = [m for m in formatted if m.get(""role"") == ""assistant"" and ""tool_calls"" in m]
        self.assertTrue(len(assistant_msgs) > 0)
>       self.assertEqual(assistant_m"
openhands,without,issue-1067,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1158,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1131,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1164,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1190,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1197,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1210,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1176,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1160,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1260,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1208,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1272,strands-agents/harness-sdk,False,False,,
openhands,without,issue-1221,strands-agents/harness-sdk,False,False,,
